feature,importance
tfidf_years,0.002588710429482253
tfidf_right,0.0025710610461261614
tfidf_enterprise,0.0025452127488399152
tfidf_available,0.0025358701654832933
tfidf_fun,0.0025101373683789996
tfidf_client,0.00249468370689
tfidf_digital,0.0024875048009949823
tfidf_care,0.002451864487446513
tfidf_project,0.0024348886167507968
tfidf_assist,0.0024297717896011105
tfidf_search,0.002414848508945054
tfidf_job,0.002401707192688372
tfidf_communication,0.0023967453015828607
tfidf_phone,0.002362289536228102
tfidf_many,0.00228879773161901
tfidf_offer,0.002288370378049102
tfidf_results,0.002278601333199017
tfidf_best,0.002246717944693299
tfidf_effective,0.0022454466037088493
tfidf_daily,0.0022365568148047074
tfidf_issues,0.0022325561756842806
tfidf_english,0.0022258637336338184
tfidf_medical,0.002218629317765368
tfidf_problems,0.0022098126046560113
tfidf_successful,0.0021939447135246983
tfidf_take,0.002179101682562141
tfidf_development,0.002174771518858824
tfidf_excel,0.0021729272167078013
tfidf_multi,0.0021668772684829613
tfidf_looking,0.00216492900821282
tfidf_start,0.002157367610978465
tfidf_employer,0.002146942064735975
tfidf_field,0.002141517950155954
tfidf_delivering,0.00211440250986845
tfidf_learning,0.002107593188005207
tfidf_innovative,0.002102062232647652
tfidf_life,0.0020936733339042553
tfidf_hours,0.0020884349933517846
tfidf_every,0.002067562064353282
tfidf_customer,0.0020632241068126423
tfidf_working,0.0020551858773717765
tfidf_plans,0.0020521859619390065
tfidf_please,0.002034971912532347
tfidf_business,0.002026206448092367
tfidf_manufacturing,0.0020167235109971506
tfidf_knowledge,0.0020103538958774828
tfidf_staff,0.002008994167006826
employment_type,0.00200815067027231
tfidf_people,0.002000665107838298
tfidf_way,0.001990373940517504
tfidf_school,0.001987827612062732
tfidf_mail,0.001983902506880845
tfidf_responsible,0.0019811282660574425
tfidf_education,0.001977225693231682
tfidf_events,0.001974391233111474
tfidf_process,0.00196135368709879
tfidf_across,0.0019448726372717515
tfidf_get,0.0019404696934899794
tfidf_also,0.0019387178346834547
tfidf_growth,0.0019384089897736753
tfidf_help,0.0019214779503368524
tfidf_user,0.0019024918911141804
tfidf_year,0.0018996196639728014
tfidf_paid,0.0018910522807466512
tfidf_months,0.0018610824148145122
tfidf_quality,0.0018387365541682754
tfidf_recruitment,0.0018340361398836505
tfidf_motivated,0.0018294662143576578
tfidf_employee,0.001827129472450438
tfidf_able,0.0018062783782037274
tfidf_part,0.0017847486863675974
tfidf_email,0.001771651074153519
tfidf_technology,0.001767490659552389
tfidf_excellent,0.0017583885402501199
tfidf_requirements,0.0017536278599954939
tfidf_make,0.001746387443084959
tfidf_opportunity,0.0017460822770649924
tfidf_support,0.0017416013540779754
tfidf_platform,0.0017396460937996224
tfidf_hard,0.001734961596716415
tfidf_meet,0.0017322129604940707
tfidf_one,0.0017247230843823757
tfidf_experienced,0.0017121653593676046
tfidf_marketing,0.0017045733787000039
tfidf_relevant,0.0016990924353797246
tfidf_control,0.0016903719881301174
tfidf_managing,0.0016898146005226843
tfidf_media,0.0016813411137610423
tfidf_drive,0.0016785717084692128
tfidf_qualifications,0.0016716840741711648
tfidf_management,0.001653569981480364
tfidf_competitive,0.0016478190280095515
tfidf_well,0.0015908811871627928
tfidf_needs,0.0015802963354005113
tfidf_detail,0.0015785429627190668
tfidf_standards,0.0015742507368394314
tfidf_personal,0.0015610502470034093
tfidf_professional,0.0015607596318758933
tfidf_directly,0.0015525832223590174
tfidf_relationships,0.0015521795580670775
tfidf_preferred,0.0015488308864151999
tfidf_microsoft,0.0015487658300052142
tfidf_ensure,0.0015396605347290542
tfidf_brands,0.0015309912714312585
tfidf_long,0.0015299421219530825
tfidf_ability,0.001497464245677388
tfidf_improve,0.0014930599542526814
tfidf_developer,0.0014881129247110646
tfidf_day,0.0014830856791608201
tfidf_jobs,0.0014482586457382097
tfidf_building,0.0014470548874557468
tfidf_tasks,0.0014351563078865478
tfidf_employment,0.0014293514392802516
tfidf_potential,0.0014086361322614047
tfidf_proven,0.001397754409633245
tfidf_insurance,0.001392513571217921
tfidf_equipment,0.0013826172499591554
tfidf_etc,0.001367238478263137
tfidf_real,0.0013600577490224574
tfidf_resources,0.0013573372832310039
tfidf_join,0.0013490445041571205
tfidf_production,0.0013481296479082644
tfidf_financial,0.0013384603895050691
tfidf_reports,0.0013343584585580888
tfidf_offers,0.0013132580752524179
tfidf_value,0.0013115793021807676
tfidf_candidate,0.0013079083151144514
tfidf_first,0.0013076721593418739
tfidf_retail,0.0013073575275480572
tfidf_related,0.0013063721006341305
tfidf_organization,0.0013027429706626008
tfidf_safety,0.0013004818729680473
tfidf_include,0.0013001151461780448
tfidf_create,0.0012821185087024385
tfidf_see,0.0012639157653653345
tfidf_role,0.0012508557634740938
tfidf_flexible,0.0012479457680816908
tfidf_using,0.0012444272162544328
tfidf_salary,0.0012339641578764996
tfidf_training,0.0012329702244156364
tfidf_may,0.0012301129567043759
tfidf_open,0.0012297615781928892
tfidf_product,0.0012271397277678537
tfidf_lead,0.0012214865975027722
tfidf_providing,0.0012205482741671735
tfidf_network,0.001207250180609666
tfidf_degree,0.001202342047760854
tfidf_ideas,0.00119466060402278
tfidf_small,0.0011778576406233745
tfidf_use,0.0011754408068226203
tfidf_end,0.0011709276048119798
tfidf_great,0.0011671819375140456
tfidf_verbal,0.0011656860018518305
has_urgency_language,0.0011619234277429464
tfidf_record,0.0011613320221688745
tfidf_online,0.0011604442819794774
tfidf_dental,0.0011594558688154462
tfidf_need,0.0011576102027405699
tfidf_projects,0.0011529717884866744
tfidf_security,0.0011373490691945494
tfidf_credit,0.001130956868234309
tfidf_communications,0.0011229429729883538
tfidf_mobile,0.0011226765337756233
tfidf_like,0.001118519606021533
tfidf_term,0.001115854703485117
tfidf_global,0.0011125963572744004
tfidf_manager,0.001108466081052924
tfidf_manage,0.0010942466855591965
tfidf_closely,0.0010933543163469726
tfidf_activities,0.0010872798821323808
tfidf_community,0.0010687527796119152
tfidf_processes,0.0010639743470242096
tfidf_top,0.001046377457606761
tfidf_planning,0.0010445154505937281
tfidf_minimum,0.0010389401343117366
tfidf_written,0.0010366814827631537
tfidf_various,0.001032091362397416
tfidf_design,0.0010283512755027608
tfidf_understanding,0.0010277191813438103
tfidf_health,0.0010239282973365598
tfidf_engineer,0.0010134331369711894
tfidf_individual,0.0010122218112134196
tfidf_members,0.0010085759332479848
tfidf_test,0.0010031108348495796
tfidf_effectively,0.0010013500256997
tfidf_background,0.000998588466623228
tfidf_fast,0.0009929609424694401
tfidf_individuals,0.0009899390262874692
tfidf_strong,0.0009897191652434756
tfidf_person,0.0009814478100010232
tfidf_consulting,0.000977952472169647
tfidf_market,0.0009697198099716603
tfidf_agency,0.0009693813832078884
tfidf_success,0.0009682826299548727
tfidf_performance,0.0009676746791799075
tfidf_application,0.0009633915717033885
tfidf_learn,0.0009622714967711775
tfidf_opportunities,0.0009470220619235171
tfidf_current,0.0009361219074539083
tfidf_key,0.0009352650801069377
tfidf_understand,0.0009297834649735124
tfidf_making,0.0009267369479148246
tfidf_senior,0.0009257978800512679
tfidf_multiple,0.0009253783553396892
tfidf_account,0.00091648538201511
tfidf_dynamic,0.0009164458139167941
tfidf_tools,0.0009053860205408776
tfidf_plus,0.0009020722941223016
tfidf_expertise,0.0008830446906690987
tfidf_leading,0.0008790478761242496
tfidf_communicate,0.0008768166176485514
tfidf_delivery,0.0008745435275851403
tfidf_paced,0.0008558594140251325
tfidf_finance,0.0008328247333609315
tfidf_vision,0.0008281076933648756
tfidf_grow,0.0008256819174437339
tfidf_leadership,0.0008208871671925962
tfidf_areas,0.0008167376292961548
tfidf_travel,0.0008160943065567843
tfidf_would,0.000809505712925724
tfidf_developing,0.0007984321787853077
tfidf_strategy,0.0007878570827572203
tfidf_technologies,0.0007823665001795887
tfidf_self,0.0007803600097323551
tfidf_applications,0.0007718178870281948
tfidf_culture,0.000763336182064489
tfidf_passion,0.0007601464641799696
tfidf_currently,0.0007583783724784231
tfidf_site,0.0007495296007748727
tfidf_programs,0.0007477187909965457
tfidf_analysis,0.0007396156467254629
tfidf_code,0.0007260502331868899
tfidf_cost,0.0007212181172629337
tfidf_deliver,0.0007143989895480071
tfidf_believe,0.0007120230360453064
tfidf_mission,0.0007111863528476714
tfidf_range,0.0007097223622446846
tfidf_plan,0.0007086931026549705
tfidf_problem,0.000707352459162851
tfidf_existing,0.0006856361580431135
tfidf_businesses,0.0006716190784247102
tfidf_analytics,0.0006631449659281544
tfidf_know,0.0006607922608294662
tfidf_practices,0.0006519310539237242
tfidf_equivalent,0.0006513541516678507
tfidf_content,0.0006321789679586416
tfidf_group,0.0006275394660660228
tfidf_users,0.0006272407901755058
tfidf_order,0.0006204336268677398
tfidf_reporting,0.0006117271108633298
tfidf_provides,0.0006027948409816429
tfidf_future,0.0006017639592395496
tfidf_driven,0.0006012860400713357
tfidf_least,0.0005676198942742814
has_poor_grammar,0.0005624167918051918
tfidf_international,0.0005622757407974183
tfidf_oriented,0.0005569929831355571
tfidf_testing,0.0005420011235825305
tfidf_teams,0.0005383764713295352
tfidf_brand,0.000521206520079292
tfidf_things,0.0005089345873755209
tfidf_writing,0.00048799180482576914
tfidf_internal,0.00047727284223014266
tfidf_partners,0.0004745153234305396
tfidf_track,0.0004643681519120274
tfidf_creating,0.0004641530723553571
tfidf_talent,0.00044271493596089996
tfidf_big,0.00042630439570777234
tfidf_come,0.0004228377770076715
has_generic_location,0.0003988891267811084
tfidf_tech,0.00039614466606745235
tfidf_change,0.00037734976619207514
tfidf_implementation,0.0003773316940350058
tfidf_research,0.00037703882878387096
tfidf_complex,0.0003254600199578176
tfidf_london,0.000219926154461112
telecommuting,0.0001591970833181575
has_too_good_promise,9.861602103563381e-05
has_upfront_payment,5.4202187214512224e-05
has_data_entry_money,7.510127347090252e-06
fraud_risk_score,0.0
has_wire_transfer,0.0
